OTU	8121310M1	8121310M2	8121311M1	8121311M2	8121312M1	8121313M1	8121314M1	8121314M2	8121317M1	8121317M2	812132M1	812132M2	8121320M1	8121321M1	8121322M1	812133M1	812134M1	812136M2	812137M1	812137M2	812138M1	812139M1	812139M2
seq1629	3.0	21.0	13.0	25.0	2.0	24.0	10.0	38.0	7.0	16.0	6.0	39.0	18.0	30.0	11.0	7.0	34.0	0.0	1.0	1.0	6.0	0.0	7.0
seq6446	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
seq1058	2.0	3.0	0.0	7.0	1.0	0.0	1.0	0.0	0.0	0.0	63.0	384.0	0.0	0.0	1.0	54.0	107.0	0.0	4.0	13.0	2.0	4.0	7.0
seq16511	0.0	3.0	0.0	6.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0
seq26296	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
seq62398	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
seq43005	0.0	4.0	0.0	5.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	5.0	0.0	2.0
seq1339	213.0	1349.0	335.0	1178.0	72.0	72.0	13.0	50.0	5.0	7.0	0.0	0.0	1.0	4.0	1.0	0.0	1.0	2.0	8.0	46.0	269.0	121.0	395.0
seq34624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
seq17049	0.0	1.0	0.0	0.0	0.0	1.0	1.0	4.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	5.0	0.0	0.0	0.0
seq1121	1.0	5.0	0.0	1.0	0.0	1.0	10.0	25.0	4.0	12.0	0.0	0.0	5.0	9.0	4.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0
seq4769	0.0	1.0	0.0	3.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	5.0	2.0	0.0	0.0	1.0	1.0	0.0	0.0	4.0	0.0	3.0
seq4496	0.0	5.0	2.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	34.0	182.0	0.0	0.0	1.0	20.0	40.0	0.0	2.0	6.0	1.0	0.0	4.0
seq5084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
seq14602	0.0	3.0	0.0	2.0	0.0	1.0	0.0	1.0	0.0	2.0	1.0	8.0	6.0	7.0	3.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	1.0
seq53	318.0	2003.0	551.0	1959.0	95.0	103.0	103.0	287.0	349.0	660.0	0.0	4.0	758.0	1026.0	427.0	0.0	4.0	50.0	165.0	617.0	1071.0	310.0	954.0
seq9086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	46.0	0.0	0.0	0.0	8.0	21.0	1.0	0.0	1.0	0.0	0.0	0.0
seq15939	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0
seq70684	0.0	0.0	0.0	1.0	0.0	0.0	2.0	4.0	2.0	1.0	0.0	1.0	0.0	2.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
seq54	426.0	2694.0	636.0	2263.0	126.0	2776.0	3865.0	11019.0	3645.0	6584.0	436.0	2624.0	8116.0	8920.0	3173.0	368.0	734.0	1459.0	1184.0	4253.0	1615.0	545.0	1766.0
seq108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
seq736	19.0	76.0	13.0	62.0	3.0	15.0	144.0	371.0	273.0	441.0	7.0	41.0	437.0	533.0	211.0	7.0	56.0	37.0	38.0	142.0	24.0	11.0	32.0
seq42286	1.0	3.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	6.0	2.0	0.0	1.0
seq101	1238.0	7535.0	2418.0	8251.0	538.0	2526.0	1938.0	5331.0	1308.0	2346.0	11.0	97.0	4309.0	4240.0	1697.0	13.0	69.0	137.0	188.0	670.0	1313.0	643.0	2012.0
seq8715	0.0	3.0	0.0	2.0	0.0	1.0	0.0	1.0	1.0	3.0	0.0	1.0	1.0	3.0	2.0	0.0	0.0	2.0	5.0	4.0	0.0	0.0	2.0
seq1531	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
seq32010	0.0	8.0	3.0	9.0	0.0	0.0	0.0	1.0	0.0	0.0	3.0	2.0	0.0	0.0	1.0	1.0	1.0	0.0	2.0	3.0	3.0	1.0	2.0
seq8944	0.0	3.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	2.0	2.0	12.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
seq27358	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
seq831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
seq7826	0.0	4.0	0.0	3.0	0.0	1.0	5.0	21.0	5.0	9.0	3.0	3.0	11.0	2.0	1.0	2.0	0.0	3.0	3.0	8.0	3.0	0.0	6.0
seq24039	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
seq141736	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
seq79332	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	2.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
seq2907	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	112.0	0.0	1.0	0.0	17.0	36.0	0.0	0.0	0.0	0.0	2.0	0.0
seq8531	0.0	1.0	0.0	0.0	0.0	0.0	3.0	3.0	0.0	3.0	0.0	2.0	4.0	3.0	2.0	0.0	0.0	2.0	0.0	2.0	0.0	0.0	0.0
seq7374	0.0	4.0	2.0	4.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0
seq692	2.0	1.0	1.0	0.0	1.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	3.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0
seq40	1091.0	6853.0	1643.0	5554.0	325.0	506.0	116.0	358.0	42.0	71.0	410.0	2412.0	69.0	63.0	39.0	368.0	880.0	234.0	671.0	2311.0	2468.0	1072.0	3136.0
seq43	0.0	0.0	0.0	1.0	0.0	0.0	1.0	4.0	0.0	1.0	0.0	1.0	2.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
seq5156	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0
seq915	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
seq5253	1.0	4.0	2.0	3.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	1.0
seq48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
seq78689	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
seq5485	0.0	2.0	1.0	5.0	0.0	2.0	6.0	19.0	4.0	5.0	0.0	9.0	9.0	10.0	6.0	0.0	3.0	1.0	0.0	4.0	2.0	0.0	0.0
seq79362	0.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
seq3611	1.0	7.0	1.0	4.0	1.0	1.0	1.0	0.0	2.0	4.0	0.0	0.0	4.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0
seq58055	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
seq486945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
seq110	2364.0	14060.0	3590.0	11683.0	698.0	705.0	234.0	616.0	272.0	462.0	308.0	2060.0	710.0	737.0	259.0	379.0	793.0	102.0	527.0	1905.0	2674.0	1195.0	3676.0
seq34985	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
seq558	7.0	57.0	14.0	58.0	3.0	18.0	20.0	58.0	30.0	38.0	0.0	3.0	21.0	21.0	7.0	0.0	1.0	15.0	9.0	28.0	13.0	5.0	14.0
seq2112	0.0	3.0	0.0	2.0	0.0	0.0	4.0	3.0	0.0	1.0	0.0	0.0	3.0	7.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0
seq15064	0.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
seq5801	0.0	3.0	1.0	4.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	2.0	2.0	0.0	2.0
seq49323	2.0	21.0	2.0	21.0	1.0	3.0	0.0	16.0	2.0	5.0	0.0	1.0	10.0	3.0	0.0	0.0	0.0	0.0	1.0	3.0	4.0	0.0	1.0
seq508	14.0	94.0	39.0	104.0	8.0	78.0	62.0	149.0	38.0	55.0	0.0	21.0	48.0	68.0	18.0	2.0	12.0	117.0	313.0	1022.0	70.0	15.0	47.0
seq5804	17.0	68.0	25.0	62.0	1.0	2.0	2.0	6.0	0.0	2.0	0.0	0.0	4.0	1.0	2.0	0.0	0.0	0.0	1.0	2.0	19.0	6.0	24.0
seq6297	1.0	2.0	2.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0
seq4004	1.0	2.0	0.0	0.0	0.0	0.0	3.0	7.0	0.0	1.0	0.0	0.0	3.0	7.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0
seq507	0.0	3.0	5.0	2.0	0.0	4.0	0.0	0.0	2.0	0.0	0.0	0.0	7.0	16.0	7.0	0.0	1.0	0.0	0.0	0.0	3.0	1.0	0.0
seq9799	0.0	7.0	0.0	6.0	1.0	0.0	1.0	1.0	1.0	0.0	2.0	12.0	0.0	1.0	0.0	3.0	2.0	1.0	0.0	1.0	2.0	0.0	2.0
seq267813	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
seq14423	0.0	3.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	2.0	1.0
seq4806	1.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
seq585	1.0	2.0	0.0	1.0	0.0	2.0	3.0	9.0	4.0	4.0	0.0	3.0	5.0	5.0	2.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0
seq5128	2.0	1.0	3.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	3.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0
seq356	319.0	1970.0	406.0	1477.0	63.0	315.0	116.0	296.0	95.0	123.0	764.0	4915.0	221.0	288.0	100.0	722.0	1399.0	733.0	563.0	1927.0	936.0	342.0	1059.0
seq7932	0.0	1.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	3.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
seq114758	2.0	6.0	0.0	1.0	0.0	1.0	2.0	1.0	2.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	3.0	2.0	0.0	0.0
seq94895	2.0	5.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	1.0	0.0	2.0
seq982	0.0	2.0	0.0	2.0	0.0	0.0	1.0	7.0	2.0	5.0	2.0	3.0	45.0	59.0	10.0	0.0	1.0	0.0	0.0	1.0	2.0	0.0	1.0
seq456	17.0	153.0	32.0	108.0	9.0	6.0	0.0	7.0	0.0	1.0	44.0	223.0	3.0	0.0	1.0	44.0	72.0	4.0	24.0	78.0	69.0	22.0	61.0
seq37509	6.0	37.0	17.0	33.0	6.0	0.0	2.0	1.0	2.0	4.0	0.0	7.0	5.0	4.0	4.0	2.0	6.0	0.0	2.0	6.0	5.0	4.0	8.0
seq14629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	3.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0
seq112683	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0
seq9984	0.0	0.0	0.0	0.0	0.0	0.0	3.0	2.0	1.0	1.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0
seq1310	113.0	579.0	140.0	458.0	34.0	22.0	7.0	16.0	1.0	1.0	0.0	0.0	2.0	2.0	0.0	0.0	0.0	107.0	344.0	1216.0	771.0	119.0	365.0
seq14565	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
seq6079	0.0	0.0	0.0	1.0	0.0	1.0	0.0	9.0	2.0	4.0	0.0	2.0	7.0	6.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0
seq8918	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
seq2698	0.0	2.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	2.0
seq1392	0.0	0.0	0.0	1.0	0.0	9.0	4.0	3.0	3.0	4.0	0.0	0.0	16.0	11.0	4.0	1.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0
seq9456	1.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	5.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1.0	0.0	0.0	0.0
seq50195	0.0	0.0	1.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	4.0	0.0	2.0	1.0	0.0	2.0	0.0	3.0	0.0	1.0	0.0	0.0
seq3377	1.0	2.0	1.0	3.0	0.0	1.0	1.0	0.0	0.0	1.0	7.0	26.0	0.0	2.0	0.0	5.0	5.0	0.0	2.0	0.0	3.0	2.0	0.0
seq1842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
seq210	110.0	677.0	141.0	555.0	54.0	112.0	37.0	122.0	85.0	129.0	10.0	53.0	252.0	271.0	105.0	8.0	15.0	34.0	55.0	195.0	134.0	57.0	200.0
seq281	0.0	2.0	3.0	2.0	1.0	4.0	20.0	98.0	97.0	154.0	0.0	0.0	336.0	411.0	126.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0
seq16331	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
seq9909	0.0	1.0	3.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
seq3109	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	2.0	6.0	0.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	0.0
seq38065	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0
seq754	0.0	2.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	88.0	0.0	4.0	0.0	11.0	54.0	0.0	0.0	0.0	0.0	0.0	0.0
seq9262	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
seq1794	0.0	1.0	1.0	3.0	0.0	2.0	0.0	5.0	1.0	0.0	0.0	1.0	11.0	13.0	4.0	0.0	0.0	1.0	0.0	4.0	0.0	0.0	1.0
seq16236	0.0	1.0	2.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	60.0	0.0	0.0	0.0	6.0	15.0	0.0	0.0	6.0	1.0	1.0	3.0
seq13343	1.0	1.0	0.0	0.0	0.0	1.0	2.0	6.0	1.0	3.0	1.0	1.0	1.0	5.0	0.0	0.0	0.0	0.0	2.0	10.0	2.0	0.0	0.0
seq275593	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
seq45134	0.0	2.0	2.0	4.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	6.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
seq1711	0.0	1.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	3.0	1.0	1.0	23.0	8.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
seq9308	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
seq21792	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
seq369	25.0	199.0	57.0	182.0	13.0	21.0	7.0	14.0	4.0	3.0	391.0	2195.0	4.0	3.0	2.0	312.0	683.0	29.0	58.0	196.0	137.0	30.0	101.0
seq5391	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0
seq45811	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
seq22	505.0	2882.0	805.0	2588.0	221.0	492.0	139.0	430.0	213.0	380.0	2802.0	17144.0	634.0	826.0	303.0	2213.0	5092.0	229.0	693.0	2242.0	975.0	368.0	1026.0
seq3774	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
seq4509	0.0	1.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
seq60015	1.0	6.0	2.0	3.0	0.0	2.0	0.0	1.0	1.0	0.0	2.0	16.0	4.0	3.0	1.0	3.0	1.0	0.0	1.0	5.0	2.0	0.0	1.0
seq47310	2.0	4.0	1.0	12.0	0.0	2.0	0.0	2.0	0.0	1.0	12.0	24.0	2.0	6.0	0.0	3.0	5.0	0.0	5.0	7.0	0.0	1.0	3.0
seq4265	4.0	6.0	0.0	1.0	0.0	0.0	2.0	0.0	1.0	0.0	4.0	13.0	2.0	0.0	0.0	2.0	4.0	0.0	1.0	3.0	0.0	1.0	1.0
seq19930	2.0	9.0	5.0	9.0	0.0	4.0	2.0	0.0	1.0	1.0	11.0	38.0	0.0	3.0	2.0	5.0	6.0	0.0	1.0	7.0	3.0	2.0	6.0
seq12519	1.0	3.0	2.0	6.0	0.0	0.0	1.0	3.0	2.0	0.0	0.0	7.0	1.0	2.0	0.0	3.0	4.0	0.0	2.0	1.0	2.0	2.0	3.0
seq9174	4.0	32.0	9.0	19.0	2.0	3.0	4.0	1.0	2.0	3.0	7.0	34.0	8.0	5.0	3.0	1.0	9.0	5.0	6.0	18.0	9.0	6.0	10.0
seq11445	5.0	24.0	5.0	16.0	2.0	1.0	2.0	3.0	1.0	3.0	9.0	64.0	3.0	2.0	3.0	9.0	14.0	1.0	5.0	7.0	7.0	4.0	13.0
seq84373	1.0	31.0	1.0	21.0	0.0	0.0	0.0	6.0	1.0	7.0	2.0	45.0	1.0	1.0	3.0	3.0	7.0	3.0	1.0	25.0	2.0	1.0	12.0
seq39367	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0
seq50	4046.0	24239.0	6233.0	20379.0	1334.0	2746.0	1987.0	5754.0	2592.0	4485.0	5304.0	33381.0	6554.0	7972.0	2593.0	4333.0	10765.0	1789.0	6056.0	21421.0	12269.0	4595.0	13838.0
seq2569	2.0	5.0	9.0	13.0	0.0	2.0	2.0	1.0	2.0	0.0	6.0	15.0	2.0	2.0	1.0	0.0	2.0	0.0	9.0	4.0	1.0	4.0	5.0
seq277	237.0	1363.0	344.0	1134.0	121.0	155.0	33.0	81.0	10.0	32.0	71.0	438.0	48.0	71.0	23.0	60.0	152.0	30.0	192.0	648.0	620.0	230.0	615.0
seq7649	3.0	21.0	12.0	20.0	1.0	3.0	2.0	3.0	3.0	3.0	3.0	17.0	18.0	9.0	3.0	4.0	8.0	2.0	5.0	19.0	9.0	5.0	13.0
seq292478	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
seq54364	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
seq25685	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0
seq9836	4.0	31.0	8.0	20.0	0.0	2.0	2.0	3.0	4.0	3.0	2.0	29.0	7.0	6.0	1.0	2.0	16.0	4.0	10.0	17.0	12.0	4.0	6.0
seq18	8.0	11.0	7.0	6.0	1.0	0.0	3.0	2.0	2.0	1.0	7.0	11.0	3.0	11.0	5.0	6.0	12.0	2.0	7.0	9.0	8.0	7.0	2.0
seq14760	3.0	3.0	4.0	5.0	0.0	0.0	0.0	2.0	2.0	1.0	3.0	1.0	2.0	4.0	0.0	6.0	5.0	1.0	1.0	6.0	5.0	6.0	6.0
seq96	58.0	407.0	100.0	309.0	26.0	34.0	5.0	20.0	26.0	32.0	962.0	5606.0	112.0	148.0	56.0	724.0	1894.0	7.0	52.0	249.0	108.0	59.0	208.0
seq6443	3.0	8.0	2.0	6.0	1.0	2.0	1.0	0.0	0.0	0.0	9.0	18.0	3.0	1.0	0.0	7.0	10.0	1.0	0.0	4.0	5.0	1.0	1.0
seq95172	0.0	1.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	1.0	1.0	0.0	3.0	2.0	0.0	0.0	1.0	3.0	0.0	2.0
seq24078	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
seq2863	3.0	40.0	6.0	22.0	0.0	0.0	0.0	10.0	0.0	3.0	3.0	41.0	6.0	3.0	1.0	5.0	7.0	2.0	5.0	25.0	4.0	2.0	17.0
seq24075	3.0	1.0	0.0	5.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	5.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	3.0	0.0	0.0
seq8204	3.0	5.0	2.0	6.0	3.0	3.0	1.0	0.0	0.0	1.0	2.0	5.0	1.0	6.0	4.0	20.0	41.0	0.0	4.0	3.0	50.0	3.0	3.0
seq21931	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0
seq1308	1.0	13.0	4.0	19.0	2.0	5.0	1.0	1.0	1.0	3.0	7.0	25.0	12.0	12.0	6.0	1.0	18.0	0.0	0.0	7.0	0.0	3.0	2.0
seq66943	0.0	8.0	0.0	6.0	3.0	2.0	0.0	0.0	0.0	2.0	0.0	18.0	1.0	3.0	3.0	5.0	18.0	2.0	0.0	3.0	8.0	0.0	3.0
seq3013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
seq20462	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
seq4839	1.0	8.0	2.0	10.0	0.0	0.0	1.0	1.0	1.0	3.0	269.0	1569.0	2.0	5.0	0.0	122.0	323.0	0.0	4.0	7.0	1.0	5.0	7.0
