OTU_ID	M0	M1.5	M10	M11	M12	M13	M14	M15	M16	M17	M19	M20	M21	M22	M3.1	M3.2	M4	M5	M6	M7	M8.1	M8.2	M9	MEB	MSB
ID0010564M	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	2	0	0	0	0	0	0
ID0010565M	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	2	0	0	0	0	1	0	0
ID0010569M	2	0	0	2	1	2	5	1	6	0	0	10	0	1	2	7	7	3	7	3	0	2	3	26	0
ID0010581M	1	0	0	1	0	0	0	0	0	0	0	2	0	2	4	6	0	0	2	0	2	0	0	0	0
ID0010586M	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	2	12	0	1	0	0	4	0	0	0
ID0010589M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	4	7	0	0	0	0	0	0	0	0
ID0010592M	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	1	0	0	0	0	0	0	0	11	0
ID0010593M	0	0	0	0	0	0	0	4	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
ID0010596M	1	0	3	0	0	0	0	0	0	0	0	2	21	10	1	2	1	1	0	3	0	0	0	24	1
ID0010602M	0	0	0	0	0	0	0	0	1	2	1	7	2	14	0	0	0	0	0	0	0	0	0	2	0
ID0010610M	1	0	1	2	1	0	0	0	0	0	0	0	34	1	3	0	2	1	0	0	0	1	0	0	0
ID0010613M	0	0	3	2	0	0	0	0	0	4	0	0	28	0	0	2	0	1	0	0	0	3	1	6	0
ID0010616M	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	4	0	0	0	0	0
ID0010617M	1	0	0	0	0	0	1	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	38	0
ID0010633M	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	1	0	0	0
ID0010636M	0	0	0	0	0	8	4	6	11	9	4	3	0	5	0	0	0	0	1	0	0	0	0	0	0
ID0010638M	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	3	3	3	0	0	0	0	4	0	0
ID0010642M	21	16	3	0	0	0	0	0	0	0	0	0	0	0	22	9	22	18	3	1	0	0	11	0	0
ID0010650M	0	0	0	0	0	0	0	0	4	0	2	2	0	8	4	1	0	0	2	0	0	0	0	0	0
ID0010657M	0	0	0	0	0	0	0	0	0	0	0	0	0	49	0	0	0	0	0	0	0	0	0	0	0
ID0010661M	12	8	46	28	34	14	9	7	10	10	10	19	0	4	21	15	34	14	3	16	34	23	33	0	0
ID0010663M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
ID0010665M	0	0	2	0	0	1	3	1	4	0	0	2	0	0	0	0	0	0	3	1	0	0	4	0	0
ID0010671M	0	0	0	1	0	0	0	0	0	0	0	3	0	7	0	0	0	0	0	0	0	0	0	0	0
ID0010677M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
ID0010685M	0	0	6	1	0	1	1	2	1	0	11	3	0	0	1	2	5	0	0	0	1	0	2	0	0
ID0010686M	0	2	0	1	3	2	2	4	6	11	0	6	0	63	3	0	2	1	0	0	2	0	3	0	0
ID0010688M	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0010689M	0	0	0	0	0	0	0	0	0	3	0	15	0	2	0	0	0	0	0	0	0	0	0	42	0
ID0010700M	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0
ID0010701M	4	2	16	0	0	0	0	0	0	0	0	0	0	0	6	14	0	50	0	0	21	7	4	0	0
ID0010702M	0	0	0	0	0	1	0	0	0	0	0	0	0	47	4	0	1	2	2	1	0	21	47	0	0
ID0010704M	0	0	0	0	0	0	4	0	0	0	3	3	1	0	0	0	0	0	0	1	0	0	0	22	0
ID0010708M	2	4	1	0	0	3	0	0	0	0	0	0	0	0	4	7	2	6	1	1	4	1	2	0	0
ID0010709M	0	1	0	2	1	3	1	0	1	3	0	0	0	0	2	2	0	1	0	5	0	0	6	36	0
ID0010710M	0	0	0	0	0	1	1	2	0	0	0	0	0	48	1	0	0	0	0	0	0	0	0	69	0
ID0010721M	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0	0	2	2	0	0
ID0010723M	0	0	1	1	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	1	0	0	0	0	0
ID0010724M	9	3	1	0	1	0	0	0	0	0	0	0	0	0	3	3	3	2	0	0	0	1	0	0	0
ID0010725M	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
ID0010738M	25	9	1	0	0	1	1	2	0	0	0	2	0	52	15	9	19	31	6	6	10	7	4	0	0
ID0010744M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0
ID0010747M	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0010748M	8	8	0	0	0	0	0	0	0	0	0	0	0	2	34	35	40	4	0	0	2	1	3	0	0
ID0010760M	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	8
ID0010765M	0	0	0	0	1	0	0	0	0	0	0	0	0	27	0	0	0	1	0	0	1	0	5	0	0
ID0010766M	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0
ID0010767M	0	0	1	4	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	4	0	2	1	0	0
ID0010771M	1	0	0	3	5	2	0	1	3	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0
ID0010773M	0	0	0	0	0	0	0	0	1	1	1	6	7	9	0	0	0	0	0	0	0	0	1	4	0
ID0010781M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ID0010782M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ID0010785M	0	0	0	0	0	1	0	0	0	0	0	0	0	3	1	5	0	1	5	1	0	0	6	0	0
ID0010793M	0	0	0	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	7	0	0
ID0010796M	0	0	1	0	0	0	1	2	3	10	25	12	1	84	0	0	0	1	0	1	1	0	0	0	0
ID0010798M	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ID0010801M	0	3	7	0	1	0	0	0	0	0	0	0	0	0	1	0	0	3	3	5	1	4	32	0	0
ID0010803M	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	2	4	0	0	0
ID0010820M	10	4	0	0	0	0	0	0	0	0	0	0	0	6	6	0	12	1	0	0	0	0	0	0	0
ID0010823M	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	43	0
ID0010824M	0	0	1	0	2	1	1	1	0	0	0	0	23	4	3	1	0	1	0	0	0	0	2	0	0
ID0010825M	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ID0010828M	5	0	0	0	0	0	0	1	0	0	0	4	0	0	0	1	5	1	3	0	0	3	4	0	0
ID0010834M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0
ID0010835M	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ID0010842M	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
ID0010845M	0	0	2	0	0	0	0	0	0	0	0	0	0	94	1	0	0	0	2	0	1	1	3	0	0
ID0010847M	2	0	5	3	0	1	0	0	1	0	0	0	34	0	0	0	2	0	0	0	0	0	0	33	0
ID0010853M	1	2	11	5	0	0	0	0	4	1	0	0	0	20	0	3	6	4	8	4	7	5	3	0	0
ID0010854M	0	1	1	1	1	1	0	0	1	0	0	3	0	2	0	0	0	0	2	0	2	0	0	115	0
ID0010867M	7	0	5	8	3	1	1	1	3	0	0	5	33	18	7	4	5	3	0	10	8	10	8	0	0
ID0010868M	0	0	3	0	0	0	0	0	3	3	2	0	0	104	3	0	0	0	2	2	2	1	4	0	0
ID0010870M	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ID0010876M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0
ID0010882M	0	0	2	5	4	0	0	0	0	0	0	0	0	142	1	1	8	3	4	7	16	11	8	0	0
ID0010884M	6	3	3	8	0	0	0	0	0	0	0	0	0	0	1	8	0	57	0	6	21	4	33	0	0
ID0010889M	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0
ID0010890M	0	0	0	0	0	0	0	0	1	0	0	0	0	76	0	2	1	2	0	8	2	1	0	0	0
ID0010891M	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ID0010907M	23	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ID0010916M	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	2	0	0
ID0010917M	1	0	1	0	0	0	0	2	1	0	4	1	0	0	8	1	8	0	4	3	0	4	0	0	0
ID0010920M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0
ID0010924M	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	20	0
ID0010928M	0	0	4	0	0	0	0	0	0	0	0	0	0	108	0	0	0	1	3	0	1	0	0	0	0
ID0010930M	0	0	7	9	2	8	2	1	1	0	0	0	0	0	2	0	0	0	1	1	3	11	3	0	0
ID0010932M	0	0	0	1	0	1	2	0	1	0	0	0	0	2	2	0	0	2	3	0	1	3	0	0	0
ID0010934M	0	0	0	0	0	0	0	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0
ID0010940M	0	3	0	0	0	2	2	0	0	0	0	2	0	51	0	1	0	2	1	1	1	2	1	0	0
ID0010941M	0	0	4	9	8	6	4	1	0	0	0	0	0	0	4	0	3	0	2	4	0	2	14	0	0
ID0010942M	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0
ID0010944M	0	0	0	0	0	0	0	0	0	0	9	4	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0010946M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	30	0
ID0010964M	0	0	3	2	0	4	3	0	3	6	4	5	0	7	1	0	0	0	0	0	6	2	4	0	0
ID0010968M	0	1	0	0	1	0	0	0	1	1	0	0	44	0	1	2	0	1	2	0	0	0	0	0	0
ID0010971M	0	0	0	0	0	0	0	0	0	0	0	0	0	42	0	0	3	1	7	0	0	0	2	0	0
ID0010977M	14	8	0	0	0	0	0	0	0	0	0	0	0	3	3	1	0	0	0	0	0	0	0	0	0
ID0010980M	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	15	0
ID0010983M	1	2	1	2	2	0	0	1	0	0	0	1	30	3	1	4	3	0	0	0	0	0	2	0	0
ID0010986M	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	2	0	2	0	0	2	0	0
ID0011004M	0	0	1	0	0	2	0	1	4	0	0	0	0	0	1	1	0	0	7	2	0	2	2	0	0
ID0011005M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
ID0011010M	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	5	2	0	0	0	0	0	1	0	0
ID0011013M	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ID0011021M	0	0	1	0	0	1	0	1	1	0	10	0	0	8	8	6	3	0	0	0	4	1	0	4	0
ID0011022M	0	0	0	0	0	0	0	0	0	0	0	2	0	14	2	1	6	4	2	0	0	0	2	0	0
ID0011027M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ID0011029M	13	10	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0	0	0	3	0	36	0
ID0011032M	0	0	0	0	1	0	0	0	0	0	0	0	0	11	0	1	0	1	0	0	7	0	0	3	0
ID0011037M	0	0	0	0	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0011043M	0	0	0	0	0	0	0	0	0	0	3	0	0	5	0	0	0	0	0	0	0	0	0	7	0
ID0011045M	0	0	0	2	0	1	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	1	0	0
ID0011051M	1	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	1	0	0	0	0	1	0	37	0
ID0011057M	0	0	0	0	2	0	0	0	0	0	0	0	0	17	2	0	0	1	0	0	0	0	0	0	0
ID0011060M	0	0	2	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
ID0011067M	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	0	0
ID0011071M	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	0	2	0	0	1	1	0	0	0	0
ID0011083M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0
ID0011092M	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0011094M	0	0	0	0	0	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	74	0
ID0011095M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
ID0011097M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
ID0011101M	0	0	3	0	2	1	0	0	6	14	3	10	0	1	2	0	0	1	0	2	3	0	1	0	0
ID0011102M	0	0	3	0	0	0	0	0	0	0	0	0	0	8	0	1	0	0	0	0	0	0	0	0	0
ID0011120M	0	0	0	0	0	0	0	1	11	1	1	2	29	18	0	1	0	1	0	0	0	2	0	53	0
ID0011122M	1	0	2	4	1	1	0	0	0	0	0	0	0	4	1	1	0	0	0	0	0	1	0	0	0
ID0011123M	1	0	6	2	2	0	0	1	0	0	2	0	0	0	4	1	0	0	0	0	1	0	0	0	0
ID0011124M	0	2	3	2	0	0	1	0	4	0	0	3	0	209	3	9	11	7	5	7	7	5	8	0	0
ID0011128M	1	0	0	0	0	0	0	0	0	1	0	0	1	0	2	1	8	5	3	0	7	3	6	0	0
ID0011139M	0	0	0	0	1	4	3	2	12	4	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0
ID0011142M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0
ID0011144M	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	3	0	4	3	3	0	0
ID0011146M	0	1	0	0	0	0	0	0	0	0	0	0	0	25	0	0	2	1	1	18	4	3	0	0	0
ID0011154M	0	0	3	0	0	0	0	1	0	0	0	3	12	4	2	0	0	0	0	0	0	0	2	0	0
ID0011156M	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	0	0	0	0	0	0	0	0	0	0
ID0011161M	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	1	0	0	2	0	0	1	0	0
ID0011172M	0	0	3	0	0	0	0	2	0	0	2	0	0	4	3	1	1	0	4	1	1	1	1	0	0
ID0011175M	0	0	0	1	5	2	0	0	8	17	27	12	20	14	0	0	0	0	0	0	0	0	0	15	0
ID0011176M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ID0011179M	0	0	0	0	0	0	0	0	1	13	1	18	0	12	0	0	0	0	0	0	1	0	0	0	0
ID0011180M	0	1	1	1	3	0	1	2	1	0	0	0	0	7	8	2	15	11	9	3	5	5	5	0	0
ID0011187M	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0
ID0011191M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
ID0011192M	0	0	0	0	0	1	0	0	0	0	0	0	0	25	0	0	1	1	0	0	0	0	2	0	0
ID0011193M	0	0	5	2	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	1	1	1	2	0	0
ID0011197M	0	0	0	0	0	2	0	1	5	1	7	10	0	30	0	0	0	3	3	0	0	0	2	33	0
ID0011221M	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	2	0	0	0	0	0	0	0	0
ID0011222M	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0011224M	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0011234M	0	0	0	0	1	0	0	1	0	0	0	0	0	14	0	0	0	0	0	0	1	0	0	0	0
ID0011235M	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0011239M	0	0	0	0	0	0	0	0	0	0	0	0	0	34	1	0	0	0	1	3	6	1	13	0	0
ID0011251M	0	0	0	0	0	0	0	0	0	0	0	0	14	1	0	0	0	0	0	2	0	0	0	0	0
ID0011255M	0	0	0	0	0	0	0	0	3	10	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0011258M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0
ID0011266M	0	1	2	0	0	0	0	0	0	1	0	0	32	0	2	0	0	1	0	2	0	2	0	5	5
ID0011277M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	3	1	0	0	0	0	0	0
ID0011278M	1	0	5	2	0	0	0	0	0	0	0	0	0	1	2	1	0	0	1	4	1	4	5	3	0
ID0011286M	0	0	0	0	0	0	1	2	3	10	1	9	0	71	2	0	2	5	1	0	2	2	0	0	0
ID0011293M	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0
ID0011297M	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ID0011298M	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
ID0011299M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0
ID0011302M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ID0011304M	14	12	0	6	0	0	0	0	0	0	0	0	0	57	26	0	0	0	0	0	0	0	0	0	0
ID0011313M	0	0	0	0	0	0	0	0	0	5	0	2	0	17	1	0	0	0	0	0	0	0	0	0	0
ID0011314M	0	0	0	0	0	0	0	0	0	0	3	0	0	3	2	0	0	0	0	0	0	0	0	11	0
ID0011318M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ID0011334M	0	0	6	22	9	10	1	2	1	4	0	0	0	0	0	0	0	0	0	3	0	0	29	0	0
ID0011337M	0	0	1	0	1	0	0	0	0	0	5	2	0	6	1	2	0	0	0	0	0	1	0	34	0
ID0011341M	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0011344M	0	0	0	0	0	0	0	0	0	0	0	0	0	15	1	0	7	0	0	0	0	0	0	18	0
ID0011348M	0	0	3	0	2	0	1	1	0	1	0	1	0	13	1	0	4	1	1	0	0	2	0	4	0
ID0011349M	3	0	1	1	1	2	9	1	13	19	15	23	0	30	3	3	1	0	0	0	0	2	1	39	0
ID0011353M	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	59	0
ID0011366M	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	12	0
ID0011369M	0	0	0	1	3	0	0	0	0	0	0	1	0	133	0	0	7	0	3	0	5	0	5	0	0
ID0011370M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0
ID0011371M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	12
ID0011376M	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	5	0	0	0	0	0	0	0	0
ID0011396M	0	0	0	0	0	0	1	1	5	0	6	1	0	0	0	1	1	0	0	0	1	0	2	0	0
ID0011400M	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ID0011405M	0	1	21	25	4	3	0	1	7	1	5	1	0	4	0	6	2	3	0	0	0	0	17	0	0
ID0011412M	4	0	1	0	0	0	0	0	0	0	7	0	0	32	4	6	2	0	0	0	0	2	1	0	0
ID0011414M	0	0	0	0	2	0	2	0	1	0	15	13	0	31	0	1	0	0	2	0	0	0	0	0	0
ID0011428M	0	0	0	0	0	0	2	2	12	22	26	4	0	3	1	2	0	0	0	0	0	0	0	0	0
ID0011429M	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	4	0	0	0	0	0	0	0	0
ID0011432M	0	1	3	0	1	0	0	0	0	0	0	0	0	8	0	2	0	0	0	2	0	2	0	10	15
ID0011446M	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	2	0	0
ID0011450M	0	0	0	0	0	2	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0
ID0011462M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0
ID0011470M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	3	19	0	0	0	0	0	0	0
ID0011484M	0	0	0	0	0	0	0	0	1	0	0	0	0	14	0	0	0	1	0	0	0	0	0	4	0
ID0011490M	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
ID0011493M	0	0	0	0	0	0	0	0	0	0	0	0	0	26	1	0	0	0	0	0	1	0	0	0	0
ID0011495M	0	0	0	0	0	0	0	0	0	0	6	4	57	21	0	0	0	1	0	0	2	0	1	0	0
ID0011499M	0	0	0	0	0	0	0	0	1	16	9	20	0	20	0	0	0	0	0	0	0	0	0	0	0
ID0011502M	0	0	0	2	2	0	0	0	2	2	0	0	0	75	1	2	3	9	1	0	2	1	0	0	0
ID0011504M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0
ID0011505M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
ID0011520M	0	0	0	0	0	0	0	0	0	0	0	2	0	13	0	0	0	0	0	0	0	0	0	0	0
ID0011525M	0	0	0	0	1	0	0	4	0	0	6	17	0	6	0	2	0	0	0	0	0	1	0	0	0
ID0011530M	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	31	0
ID0011531M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	1	1	0	21	0
ID0011532M	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0
ID0011533M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
ID0011538M	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0
ID0011544M	2	0	0	1	0	0	0	0	0	0	0	0	0	5	0	4	0	0	17	0	0	3	5	0	0
ID0011547M	36	61	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
ID0011551M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
ID0011557M	0	0	1	0	0	0	0	0	0	0	0	0	0	9	0	0	0	2	0	0	3	0	4	0	0
ID0011565M	0	0	0	0	0	0	0	1	0	7	5	1	0	30	1	0	0	2	11	2	0	2	2	0	0
ID0011566M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
ID0011567M	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	2	0	0	0	2	1	21	0
ID0011578M	2	4	0	2	2	0	3	0	5	0	1	0	0	0	11	10	32	5	0	0	1	0	0	0	0
ID0011579M	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
ID0011581M	0	0	3	0	0	1	0	0	0	0	0	0	0	34	1	0	3	3	0	0	2	2	0	22	0
ID0011582M	0	0	3	0	2	0	2	1	2	3	10	2	69	0	0	0	0	0	0	0	1	1	0	0	0
ID0011584M	0	0	0	1	0	0	1	0	0	0	15	0	0	6	0	0	0	0	0	0	0	0	0	0	0
ID0011593M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ID0011594M	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	0	0	41	0
ID0011599M	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ID0011608M	0	0	0	0	1	7	11	10	52	19	7	16	0	3	0	0	0	0	0	0	0	0	0	0	0
ID0011618M	0	0	0	0	0	1	0	0	3	21	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0
ID0011632M	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0
ID0011636M	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	4	1	0	1	0	0	0	3	0	0
ID0011641M	1	0	0	0	0	0	0	0	0	0	7	0	0	0	2	2	0	3	0	2	0	1	5	0	0
ID0011643M	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ID0011652M	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
ID0011674M	0	0	0	0	0	0	0	0	0	0	0	0	11	14	0	0	0	0	0	0	0	0	0	0	15
ID0011675M	0	1	0	2	0	1	3	1	3	0	0	0	42	0	6	6	5	0	0	1	2	2	3	0	0
ID0011684M	0	0	0	5	0	0	0	0	1	0	0	0	0	7	0	2	0	0	4	0	0	0	0	0	0
ID0011686M	0	0	0	0	1	2	0	0	0	0	2	0	0	47	1	0	3	7	9	7	3	0	7	0	0
ID0011687M	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	59	0
ID0011693M	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0
ID0011708M	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	1	0	2	0	0	3	0	0
ID0011711M	0	0	0	0	0	1	0	0	5	5	0	3	0	0	0	0	0	0	0	1	0	0	0	0	0
ID0011718M	0	0	1	0	0	0	0	1	1	0	5	2	3	0	0	2	1	1	0	0	3	4	5	0	0
ID0011722M	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
ID0011724M	6	11	0	0	0	0	0	0	0	1	0	0	0	2	9	7	1	1	2	0	1	7	3	0	0
ID0011725M	0	0	0	0	0	0	0	0	4	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0
ID0011727M	0	0	0	0	1	0	1	0	1	5	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
ID0011729M	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	0	0	0	5
